name,serving_size,calories,saturated_fat,protein,carbohydrate,fat,fiber,sugars,saturated_fatty_acids,monounsaturated_fatty_acids,Category,Type
"Lamb, soaked and simmered, cooked, heart, imported, New Zealand",100 g,161,2g,26.26 g,0.00 g,6.21 g,0.0 g,0.00 g,2.001 g,1.006 g,Protein,Other
"Cabbage, with salt, drained, boiled, cooked, chinese (pak-choi)",100 g,12,,1.56 g,1.78 g,0.16 g,1.0 g,0.83 g,0.021 g,0.012 g,Vegetables,Other
"Turkey, roasted, cooked, meat and skin, drumstick, retail parts",100 g,197,2.3g,28.21 g,0.00 g,9.37 g,0.0 g,0.00 g,2.307 g,3.378 g,Protein,Poultry
"Apricots, solids and liquids, without skin, water pack, canned",100 g,22,,0.69 g,5.48 g,0.03 g,1.1 g,0,0.002 g,0.013 g,Vegetables,Vegetables (Vegan)
"Raspberries, solids and liquids, heavy syrup pack, red, canned",100 g,91,,0.83 g,23.36 g,0.12 g,3.3 g,20.06 g,0.005 g,0.011 g,Fruits,Fruits (Vegan)
"Lima beans, with salt, drained, boiled, cooked, immature seeds",100 g,123,0.1g,6.81 g,23.64 g,0.32 g,5.3 g,1.63 g,0.073 g,0.019 g,Carbs,Legumes (Vegan)
"Pork, raw, separable lean and fat, arm picnic, shoulder, fresh",100 g,193,4.1g,18.71 g,0.00 g,12.51 g,0.0 g,0.00 g,4.140 g,5.367 g,Protein,Red Meat
"Veal, braised, cooked, pancreas, variety meats and by-products",100 g,256,5g,29.10 g,0.00 g,14.60 g,0.0 g,0,5.010 g,5.030 g,Protein,Other
"Fish, smoked and canned (Alaska Native), chinook, king, salmon",100 g,150,,23.20 g,0.00 g,5.90 g,0,0,0,0,Protein,Fish
"Broadbeans, with salt, drained, boiled, cooked, immature seeds",100 g,62,0.1g,4.80 g,10.10 g,0.50 g,0,0,0.142 g,0.020 g,Mixed,Legumes (Vegan)
"Beans, with salt, drained, boiled, cooked, frozen, green, snap",100 g,28,,1.49 g,6.45 g,0.17 g,3.0 g,1.88 g,0.044 g,0.008 g,Vegetables,Legumes (Vegan)
"Soup, prepared with equal volume milk, canned, cream of potato",100 g,60,1.5g,2.33 g,6.92 g,2.60 g,0.2 g,0,1.520 g,0.700 g,Mixed,Dairy (Vegetarian)
"Pork, raw, separable lean and fat, rump half, leg (ham), fresh",100 g,182,3.5g,20.27 g,0.00 g,10.63 g,0.0 g,0.00 g,3.526 g,4.445 g,Protein,Red Meat
"Beans, without salt, boiled, cooked, mature seeds, small white",100 g,142,0.2g,8.97 g,25.81 g,0.64 g,10.4 g,0,0.166 g,0.056 g,Carbs,Legumes (Vegan)
"Chicken, simmered, cooked, meat only, neck, broilers or fryers",100 g,179,2.1g,24.56 g,0.00 g,8.18 g,0.0 g,0,2.100 g,2.540 g,Protein,Poultry
"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",100 g,179,2.3g,24.76 g,0.00 g,8.15 g,0.0 g,0.00 g,2.311 g,3.361 g,Protein,Poultry
"Soup, prepared with equal volume milk, canned, cream of celery",100 g,66,1.6g,2.29 g,5.86 g,3.91 g,0.3 g,0,1.590 g,0.990 g,Mixed,Dairy (Vegetarian)
"Beef, raw, separable lean and fat, flat, imported, New Zealand",100 g,177,3.8g,20.57 g,0.00 g,10.55 g,0.0 g,0.00 g,3.847 g,3.894 g,Protein,Red Meat
"MARTHA WHITE FOODS, dry, Martha White's Buttermilk Biscuit Mix",100 g,388,4.1g,7.81 g,59.41 g,13.23 g,1.5 g,4.46 g,4.070 g,0,Carbs,Dairy (Vegetarian)
"Potatoes, without salt, drained, boiled, cooked, whole, frozen",100 g,65,,1.98 g,14.52 g,0.13 g,1.4 g,0,0.034 g,0.003 g,Mixed,Other
"Soup, prepared with equal volume water, canned, vegetable beef",100 g,31,0.3g,2.23 g,4.06 g,0.76 g,0.8 g,0.45 g,0.340 g,0.320 g,Vegetables,Red Meat
"Soup, prepared with equal volume water, canned, chicken noodle",100 g,24,0.2g,1.16 g,2.97 g,0.76 g,0.5 g,0.00 g,0.191 g,0.262 g,Vegetables,Poultry
"Crustaceans, moist heat, cooked, wild, mixed species, crayfish",100 g,82,0.2g,16.77 g,0.00 g,1.20 g,0.0 g,0.00 g,0.181 g,0.244 g,Protein,Fish
"Veal, roasted, cooked, separable lean and fat, blade, shoulder",100 g,186,3.5g,25.15 g,0.00 g,8.67 g,0.0 g,0,3.460 g,3.240 g,Protein,Other
"Veal, roasted, cooked, separable lean and fat, leg (top round)",100 g,160,1.8g,27.70 g,0.00 g,4.65 g,0.0 g,0.00 g,1.840 g,1.730 g,Protein,Other
"Veal, braised, cooked, separable lean and fat, leg (top round)",100 g,211,2.5g,36.16 g,0.00 g,6.33 g,0.0 g,0.00 g,2.530 g,2.360 g,Protein,Other
"Beans, without salt, boiled, cooked, mature seeds, red, kidney",100 g,127,0.1g,8.67 g,22.80 g,0.50 g,7.4 g,0.32 g,0.072 g,0.039 g,Carbs,Legumes (Vegan)
"Pigeonpeas, with salt, drained, boiled, cooked, immature seeds",100 g,111,0.4g,5.96 g,19.49 g,1.36 g,4.2 g,2.48 g,0.365 g,0.013 g,Carbs,Other
"Chicken, raw, with added solution, meat only, thigh, dark meat",100 g,110,0.9g,19.11 g,0.00 g,3.69 g,0.0 g,0.00 g,0.899 g,1.222 g,Protein,Poultry
"Milk, with blend of hydrogenated vegetable oils, fluid, filled",100 g,63,0.8g,3.33 g,4.74 g,3.46 g,0.0 g,0,0.768 g,1.783 g,Mixed,Dairy (Vegetarian)
"DIGIORNO Pizza, baked, frozen, rising crust, pepperoni topping",100 g,265,3.8g,12.46 g,31.15 g,10.11 g,2.3 g,5.10 g,3.761 g,2.770 g,Carbs,Other
"Chicken, stewed, cooked, meat only, breast, broilers or fryers",100 g,151,0.9g,28.98 g,0.00 g,3.03 g,0.0 g,0.00 g,0.850 g,1.030 g,Protein,Poultry
"Beans, solids and liquids, no salt added, canned, yellow, snap",100 g,15,,0.80 g,3.50 g,0.10 g,1.5 g,0.62 g,0.023 g,0.004 g,Vegetables,Legumes (Vegan)
"Fish, drained solids, without salt, canned in oil, light, tuna",100 g,198,1.5g,29.13 g,0.00 g,8.21 g,0.0 g,0,1.534 g,2.949 g,Protein,Fish
"Fish, drained solids, without salt, canned in oil, white, tuna",100 g,186,1.7g,26.53 g,0.00 g,8.08 g,0.0 g,0,1.650 g,2.480 g,Protein,Fish
"Beans, with salt, boiled, cooked, mature seeds, great northern",100 g,118,0.1g,8.33 g,21.09 g,0.45 g,7.0 g,0,0.140 g,0.021 g,Carbs,Legumes (Vegan)
"Pork, braised, cooked, separable lean only, whole, loin, fresh",100 g,204,3.4g,28.57 g,0.00 g,9.12 g,0.0 g,0.00 g,3.380 g,4.160 g,Protein,Red Meat
"Pork, roasted, cooked, separable lean only, whole, loin, fresh",100 g,209,3.5g,28.62 g,0.00 g,9.63 g,0.0 g,0.00 g,3.510 g,4.320 g,Protein,Red Meat
"Pork, broiled, cooked, separable lean only, whole, loin, fresh",100 g,210,3.6g,28.57 g,0.00 g,9.80 g,0.0 g,0.00 g,3.640 g,4.450 g,Protein,Red Meat
"Peas and onions, without salt, drained, boiled, cooked, frozen",100 g,45,,2.54 g,8.63 g,0.20 g,2.2 g,3.77 g,0.036 g,0.019 g,Vegetables,Vegetables (Vegan)
"Chicken breast, prepackaged, sliced, rotisserie seasoned, deli",100 g,98,0.6g,17.40 g,2.92 g,1.86 g,0.0 g,0.75 g,0.564 g,0.740 g,Protein,Poultry
"GARDENBURGER Sun-Dried Tomato Basil Burger, unprepared, frozen",100 g,137,1g,5.50 g,23.70 g,3.60 g,5.2 g,2.60 g,1.000 g,1.200 g,Carbs,Other
"Soup, prepared with equal volume water, canned, cream of onion",100 g,44,0.6g,1.13 g,5.20 g,2.16 g,0.4 g,0,0.600 g,0.860 g,Mixed,Other
"Pork, unheated, separable lean only, bone-in, rump, ham, cured",100 g,125,0.9g,24.46 g,0.32 g,2.92 g,0.0 g,0.00 g,0.874 g,1.017 g,Protein,Red Meat
"Veal, braised, cooked, separable lean and fat, blade, shoulder",100 g,225,3.6g,31.26 g,0.00 g,10.09 g,0.0 g,0.00 g,3.640 g,3.850 g,Protein,Other
"Soup, prepared with equal volume water, canned, bean with pork",100 g,63,0.6g,2.88 g,8.31 g,2.16 g,2.9 g,1.47 g,0.558 g,0.793 g,Mixed,Red Meat
"Squash, unprepared, frozen, crookneck and straightneck, summer",100 g,20,,0.83 g,4.80 g,0.14 g,1.2 g,0,0.029 g,0.011 g,Vegetables,Vegetables (Vegan)
"Squash, without salt, drained, boiled, cooked, scallop, summer",100 g,16,,1.03 g,3.30 g,0.17 g,1.9 g,1.50 g,0.035 g,0.013 g,Vegetables,Vegetables (Vegan)
"Veal, separable lean and fat, bone-in, hind, shank, Australian",100 g,144,3g,19.78 g,0.00 g,7.20 g,0.0 g,0.00 g,2.951 g,2.798 g,Protein,Other
"Cabbage, with salt, drained, boiled, cooked, chinese (pe-tsai)",100 g,14,,1.50 g,2.41 g,0.17 g,1.7 g,0,0.036 g,0.020 g,Vegetables,Vegetables (Vegan)
"Onions, without salt, drained, boiled, cooked, chopped, frozen",100 g,28,,0.77 g,6.59 g,0.10 g,1.8 g,2.90 g,0.016 g,0.013 g,Vegetables,Vegetables (Vegan)
"Macaroni and cheese dinner with dry sauce mix, uncooked, boxed",100 g,379,1.2g,13.86 g,70.12 g,4.82 g,3.2 g,9.61 g,1.151 g,0.665 g,Carbs,Dairy (Vegetarian)
"Vegetables, with salt, drained, boiled, cooked, frozen, mixed",100 g,60,,2.86 g,13.09 g,0.15 g,4.4 g,3.12 g,0.031 g,0.010 g,Mixed,Other
"Beef, raw, all grades, separable lean and fat, chuck for stew",100 g,128,1.9g,21.75 g,0.16 g,4.48 g,0.0 g,0.00 g,1.860 g,2.320 g,Protein,Red Meat
"Bread, made with nonfat dry milk, prepared from recipe, white",100 g,274,0.4g,7.70 g,53.60 g,2.60 g,2.0 g,0,0.391 g,0.527 g,Carbs,Dairy (Vegetarian)
"Fish, canned (Alaska Native), kippered, chinook, king, salmon",100 g,266,,30.70 g,0.00 g,15.90 g,0,0,0,0,Protein,Fish
"Chicken, roasted, cooked, meat only, back, broilers or fryers",100 g,239,3.6g,28.19 g,0.00 g,13.16 g,0.0 g,0.00 g,3.600 g,4.830 g,Protein,Poultry
"Crustaceans, moist heat, cooked, mixed species, spiny lobster",100 g,143,0.3g,26.41 g,3.12 g,1.94 g,0.0 g,0,0.303 g,0.353 g,Protein,Other
"Beef, broiled, cooked, patty, 90% lean meat / 10% fat, ground",100 g,217,4.6g,26.11 g,0.00 g,11.75 g,0.0 g,0.00 g,4.628 g,4.943 g,Protein,Red Meat
"Beans, solids and liquids, seasoned, all styles, canned, snap",100 g,16,,0.83 g,3.49 g,0.20 g,1.5 g,0,0.045 g,0.008 g,Vegetables,Legumes (Vegan)
"Chicken, raw, meat only, thigh, dark meat, broilers or fryers",100 g,121,1.1g,19.66 g,0.00 g,4.12 g,0.0 g,0.00 g,1.097 g,1.497 g,Protein,Poultry
"Chicken, stewed, cooked, meat only, thigh, broilers or fryers",100 g,195,2.7g,25.00 g,0.00 g,9.79 g,0.0 g,0.00 g,2.710 g,3.700 g,Protein,Poultry
"Soup, prepared with equal volume water, canned, beef mushroom",100 g,30,0.6g,2.37 g,2.60 g,1.23 g,0.1 g,0,0.610 g,0.510 g,Mixed,Red Meat
"Lamb, braised, cooked, kidneys, variety meats and by-products",100 g,137,1.2g,23.65 g,0.99 g,3.62 g,0.0 g,0,1.230 g,0.770 g,Protein,Other
"Veal, braised, cooked, kidneys, variety meats and by-products",100 g,163,1.7g,26.32 g,0.00 g,5.66 g,0.0 g,0,1.740 g,1.240 g,Protein,Other
"Soup, prepared with equal volume water, canned, tomato bisque",100 g,50,0.2g,0.92 g,9.60 g,1.02 g,0.2 g,0,0.220 g,0.280 g,Mixed,Other
"Chrysanthemum, without salt, drained, boiled, cooked, garland",100 g,20,,1.64 g,4.31 g,0.09 g,2.3 g,2.01 g,0.022 g,0.002 g,Vegetables,Vegetables (Vegan)
"Ravioli, canned, with tomato sauce or meat sauce, meat-filled",100 g,97,1.5g,3.24 g,13.26 g,3.41 g,1.5 g,1.97 g,1.460 g,1.617 g,Mixed,Other
"Rice, with salt, enriched, cooked, regular, long-grain, white",100 g,130,0.1g,2.69 g,28.17 g,0.28 g,0.4 g,0.05 g,0.077 g,0.088 g,Carbs,Grains (Vegan)
"ON THE BORDER, cheese and lettuce, soft taco with ground beef",100 g,229,4.8g,13.19 g,19.28 g,11.05 g,1.8 g,1.84 g,4.848 g,4.464 g,Protein,Red Meat
"Soup, prepared with equal volume water, canned, chicken broth",100 g,16,0.2g,2.02 g,0.38 g,0.57 g,0.0 g,0.29 g,0.160 g,0.240 g,Vegetables,Poultry
"Soup, prepared with equal volume water, canned, chicken gumbo",100 g,23,0.1g,1.08 g,3.43 g,0.59 g,0.8 g,1.02 g,0.130 g,0.270 g,Vegetables,Poultry
"Mustard greens, without salt, drained, boiled, cooked, frozen",100 g,19,,2.27 g,3.11 g,0.25 g,2.8 g,0.32 g,0.013 g,0.113 g,Vegetables,Vegetables (Vegan)
"Lamb, raw, separable lean only, breast, imported, New Zealand",100 g,149,2.7g,18.31 g,1.02 g,7.98 g,0.0 g,0.00 g,2.738 g,2.133 g,Protein,Other
"Pineapple, solids and liquids, extra heavy syrup pack, canned",100 g,83,,0.34 g,21.50 g,0.11 g,0.8 g,0,0.009 g,0.013 g,Carbs,Other
"Broccoli, with salt, drained, boiled, cooked, chopped, frozen",100 g,28,,3.10 g,5.35 g,0.12 g,3.0 g,1.47 g,0.018 g,0.008 g,Vegetables,Vegetables (Vegan)
"Collards, with salt, drained, boiled, cooked, chopped, frozen",100 g,36,,2.97 g,7.10 g,0.41 g,2.8 g,0.57 g,0.040 g,0,Vegetables,Vegetables (Vegan)
"Lima beans, without salt, boiled, cooked, mature seeds, large",100 g,115,0.1g,7.80 g,20.88 g,0.38 g,7.0 g,2.90 g,0.089 g,0.034 g,Carbs,Legumes (Vegan)
"KEEBLER, Reduced Fat, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",100 g,450,2.6g,7.20 g,70.40 g,16.00 g,2.3 g,7.50 g,2.600 g,3.800 g,Carbs,Other
"KEEBLER, Garlic Herb, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",100 g,486,4.1g,6.50 g,63.00 g,23.60 g,2.2 g,6.60 g,4.100 g,5.600 g,Carbs,Other
"Biscuits, higher fat, refrigerated dough, plain or buttermilk",100 g,307,2.8g,6.66 g,46.32 g,10.58 g,0.7 g,7.40 g,2.806 g,6.559 g,Carbs,Dairy (Vegetarian)
"Beans, solids and liquids, regular pack, canned, yellow, snap",100 g,15,,0.80 g,3.50 g,0.10 g,1.5 g,0.62 g,0.023 g,0.004 g,Vegetables,Legumes (Vegan)
"Beans, solids and liquids, no salt added, canned, green, snap",100 g,15,,0.80 g,3.50 g,0.10 g,1.5 g,0,0.023 g,0.004 g,Vegetables,Legumes (Vegan)
"HORMEL ALWAYS TENDER, Lemon Garlic-Flavored, Pork Loin Filets",100 g,118,1.4g,17.83 g,1.79 g,4.16 g,0,0.22 g,1.410 g,1.830 g,Protein,Red Meat
"Soup, prepared with equal volume milk, canned, cream of onion",100 g,75,1.6g,2.74 g,7.40 g,3.78 g,0.3 g,0,1.630 g,1.320 g,Mixed,Dairy (Vegetarian)
"USDA Commodity, raw, frozen, bulk/links/patties, pork sausage",100 g,231,5g,14.95 g,0.00 g,18.56 g,0.0 g,0,4.968 g,8.061 g,Protein,Red Meat
"Squash, without salt, mashed, boiled, cooked, hubbard, winter",100 g,30,0.1g,1.48 g,6.46 g,0.37 g,2.9 g,2.93 g,0.076 g,0.028 g,Vegetables,Vegetables (Vegan)
"KASHI Pizza, unprepared, frozen, single serve, Greek Tzatziki",100 g,203,2.3g,11.10 g,29.70 g,6.60 g,5.9 g,2.70 g,2.300 g,1.700 g,Carbs,Other
"Chicken, roasted, cooked, meat only, wing, broilers or fryers",100 g,203,2.3g,30.46 g,0.00 g,8.13 g,0.0 g,0.00 g,2.260 g,2.610 g,Protein,Poultry
"Potatoes, dry form, granules without milk, dehydrated, mashed",100 g,372,0.1g,8.22 g,85.51 g,0.54 g,7.1 g,3.47 g,0.138 g,0.011 g,Carbs,Dairy (Vegetarian)
"Seal, partially dried (Alaska Native), meat, bearded (Oogruk)",100 g,270,,62.38 g,0.00 g,2.31 g,0,0.00 g,0,0,Protein,Other
"Cereals, dry, enriched, regular and quick, yellow, corn grits",100 g,368,0.3g,6.72 g,79.91 g,1.49 g,3.9 g,0.55 g,0.290 g,0.310 g,Carbs,Other
"CRUNCHMASTER, Gluten-Free, Snack Crackers, Multi-Grain Crisps",100 g,456,2.1g,10.91 g,67.18 g,15.92 g,7.5 g,0.80 g,2.069 g,7.004 g,Carbs,Other
"Seeds, without salt, roasted, whole, pumpkin and squash seeds",100 g,446,3.7g,18.55 g,53.75 g,19.40 g,18.4 g,0,3.670 g,6.032 g,Protein,Other
"Soup, prepared with equal volume water, canned, turkey noodle",100 g,28,0.2g,1.60 g,3.54 g,0.82 g,0.3 g,0,0.230 g,0.330 g,Vegetables,Poultry
"Mollusks, made from surimi, imitation, mixed species, scallop",100 g,99,0.1g,12.77 g,10.62 g,0.41 g,0.0 g,0,0.080 g,0.060 g,Protein,Other
"Peaches, solids and liquids, heavy syrup pack, canned, spiced",100 g,75,,0.41 g,20.08 g,0.10 g,1.3 g,18.78 g,0.011 g,0.036 g,Fruits,Fruits (Vegan)
"Turkey from whole, roasted, cooked, meat and skin, light meat",100 g,177,1.6g,29.55 g,0.05 g,5.57 g,0.0 g,0.00 g,1.603 g,1.984 g,Protein,Poultry
"Bread, refrigerated, commercially prepared, whole wheat, naan",100 g,286,2.9g,10.20 g,46.21 g,6.70 g,4.8 g,3.40 g,2.907 g,1.946 g,Carbs,Grains (Vegan)
"Fish, smoked (Alaska Native), canned, (sockeye), red, salmon",100 g,206,1.5g,35.19 g,0.00 g,7.26 g,0.0 g,0.00 g,1.480 g,2.290 g,Protein,Fish
"Veal, braised, cooked, thymus, variety meats and by-products",100 g,125,0.9g,22.67 g,0.00 g,3.11 g,0.0 g,0.00 g,0.942 g,0.903 g,Protein,Other
"Veal, braised, cooked, spleen, variety meats and by-products",100 g,129,1g,24.08 g,0.00 g,2.89 g,0.0 g,0,0.960 g,0.780 g,Protein,Other
"Lamb, braised, cooked, spleen, variety meats and by-products",100 g,156,1.6g,26.46 g,0.00 g,4.77 g,0.0 g,0,1.580 g,1.270 g,Protein,Other
"Chicken, stewed, cooked, meat only, back, broilers or fryers",100 g,209,3g,25.31 g,0.00 g,11.19 g,0.0 g,0.00 g,3.040 g,4.020 g,Protein,Poultry
"Beans, solids and liquids, regular pack, canned, green, snap",100 g,15,,0.72 g,3.27 g,0.17 g,1.5 g,1.25 g,0.040 g,0.007 g,Vegetables,Legumes (Vegan)
"Beans, with salt, boiled, cooked, mature seeds, black turtle",100 g,130,0.1g,8.18 g,24.35 g,0.35 g,8.3 g,0.32 g,0.089 g,0.030 g,Carbs,Legumes (Vegan)
"USDA Commodity, unheated, cooked, boneless, ham, cured, pork",100 g,133,1.7g,17.44 g,0.69 g,6.16 g,0.0 g,0,1.673 g,2.655 g,Protein,Red Meat
"Soybeans, with salt, steamed, cooked, sprouted, mature seeds",100 g,81,0.6g,8.47 g,6.53 g,4.45 g,0.8 g,0.43 g,0.617 g,1.009 g,Mixed,Legumes (Vegan)
"Grapefruit, solids and liquids, water pack, canned, sections",100 g,36,,0.58 g,9.15 g,0.10 g,0.4 g,8.75 g,0.014 g,0.014 g,Mixed,Other
"Cereals, dry, enriched, regular and quick, white, corn grits",100 g,370,0.3g,7.65 g,79.09 g,1.75 g,4.6 g,0.57 g,0.340 g,0.315 g,Carbs,Other
"HOT POCKETS, frozen, meatballs & mozzarella stuffed sandwich",100 g,253,4g,9.32 g,30.45 g,10.47 g,2.2 g,7.73 g,4.007 g,2.787 g,Carbs,Other
"Squash, with salt, boiled, cooked, frozen, butternut, winter",100 g,39,,1.23 g,10.04 g,0.07 g,0,0,0.014 g,0.005 g,Vegetables,Nuts and Seeds (Vegan)
"Beef, braised, cooked, spleen, variety meats and by-products",100 g,145,1.4g,25.10 g,0.00 g,4.20 g,0.0 g,0,1.390 g,1.120 g,Protein,Red Meat
"DIGIORNO Pizza, baked, frozen, rising crust, supreme topping",100 g,255,4g,11.74 g,27.93 g,10.68 g,2.3 g,4.71 g,3.965 g,3.372 g,Carbs,Other
"Beans, solids and liquids, canned, mature seeds, red, kidney",100 g,81,0.1g,5.22 g,14.83 g,0.36 g,4.3 g,1.85 g,0.125 g,0.147 g,Mixed,Legumes (Vegan)
"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",100 g,20,,2.30 g,3.10 g,0.40 g,1.5 g,1.60 g,0,0,Vegetables,Vegetables (Vegan)
"Biscuits, lower fat, refrigerated dough, plain or buttermilk",100 g,270,3.1g,6.70 g,43.70 g,7.83 g,2.0 g,7.18 g,3.140 g,2.405 g,Carbs,Dairy (Vegetarian)
"Brussels sprouts, with salt, drained, boiled, cooked, frozen",100 g,42,0.1g,3.64 g,8.32 g,0.39 g,4.1 g,2.08 g,0.081 g,0.030 g,Vegetables,Vegetables (Vegan)
"Broccoli, with salt, drained, boiled, cooked, spears, frozen",100 g,28,,3.10 g,5.35 g,0.11 g,3.0 g,1.44 g,0.018 g,0.008 g,Vegetables,Vegetables (Vegan)
"Onions, without salt, drained, boiled, cooked, whole, frozen",100 g,28,,0.71 g,6.70 g,0.05 g,1.4 g,2.90 g,0.009 g,0.007 g,Vegetables,Vegetables (Vegan)
"MARY'S GONE CRACKERS, Organic Gluten Free, Original Crackers",100 g,446,,12.06 g,64.29 g,15.63 g,16.2 g,1.00 g,0,0,Carbs,Other
"Beef, simmered, cooked, tripe, variety meats and by-products",100 g,94,1.4g,11.71 g,1.99 g,4.05 g,0.0 g,0.00 g,1.357 g,1.604 g,Protein,Red Meat
"Beef, broiled, cooked, patty, 95% lean meat / 5% fat, ground",100 g,174,3g,26.29 g,0.00 g,6.80 g,0.0 g,0.00 g,2.976 g,2.720 g,Protein,Red Meat
"Cheese, large or small curd, dry, uncreamed, nonfat, cottage",100 g,72,0.2g,10.34 g,6.66 g,0.29 g,0.0 g,1.85 g,0.169 g,0.079 g,Protein,Dairy (Vegetarian)
"Cereals, dry, Creamy TRULY VANILLA, KASHI GO LEAN Hot Cereal",100 g,360,0.9g,22.29 g,61.09 g,5.30 g,18.5 g,14.80 g,0.890 g,1.600 g,Protein,Other
"Veal, braised, cooked, tongue, variety meats and by-products",100 g,202,4.4g,25.85 g,0.00 g,10.10 g,0.0 g,0,4.350 g,4.610 g,Protein,Other
"Elk, raw (Shoshone Bannock), eye of round, roast, free range",100 g,98,0.8g,19.74 g,0.00 g,2.10 g,0.0 g,0.00 g,0.828 g,0.897 g,Protein,Other
"Buffalo, raw (Shoshone Bannock), top round steak, free range",100 g,97,0.4g,21.44 g,0.00 g,1.30 g,0,0,0.418 g,0.425 g,Protein,Other
"Chicken, roasted, cooked, meat only, leg, broilers or fryers",100 g,174,2.1g,24.22 g,0.00 g,7.80 g,0.0 g,0.00 g,2.108 g,3.052 g,Protein,Poultry
"Potatoes, whole milk and butter added, home-prepared, mashed",100 g,113,2.6g,1.86 g,16.81 g,4.22 g,1.5 g,1.43 g,2.613 g,1.070 g,Carbs,Dairy (Vegetarian)
"Mushrooms, grilled, exposed to ultraviolet light, portabella",100 g,29,,3.28 g,4.44 g,0.58 g,2.2 g,2.26 g,0.037 g,0.038 g,Vegetables,Vegetables (Vegan)
"Fish, dry heat, cooked, flatfish (flounder and sole species)",100 g,86,0.5g,15.24 g,0.00 g,2.37 g,0.0 g,0.00 g,0.542 g,0.657 g,Protein,Fish
"Chicken, stewed, cooked, meat only, wing, broilers or fryers",100 g,181,2g,27.18 g,0.00 g,7.18 g,0.0 g,0.00 g,2.000 g,2.310 g,Protein,Poultry
"Beef, broiled, cooked, patty, 97% lean meat / 3% fat, ground",100 g,153,2.2g,26.36 g,0.00 g,4.46 g,0.0 g,0.00 g,2.207 g,1.691 g,Protein,Red Meat
"Beef, broiled, cooked, patty, 93% lean meat / 7% fat, ground",100 g,193,3.7g,26.22 g,0.00 g,8.94 g,0.0 g,0.00 g,3.684 g,3.669 g,Protein,Red Meat
"Fish, raw (may have been previously frozen), Alaska, pollock",100 g,56,0.1g,12.19 g,0.00 g,0.41 g,0.0 g,0.00 g,0.124 g,0.079 g,Protein,Fish
"Tofu, prepared with calcium sulfate, dried-frozen (koyadofu)",100 g,470,4.4g,52.43 g,8.30 g,30.34 g,1.2 g,0,4.388 g,6.701 g,Protein,Other
"Beef, raw, separable lean only, flank, imported, New Zealand",100 g,142,2.3g,20.53 g,0.00 g,6.67 g,0.0 g,0.00 g,2.299 g,2.121 g,Protein,Red Meat
"Veal, roasted, cooked, separable lean and fat, arm, shoulder",100 g,183,3.5g,25.46 g,0.00 g,8.25 g,0.0 g,0,3.510 g,3.200 g,Protein,Other
"Veal, braised, cooked, separable lean and fat, arm, shoulder",100 g,236,4g,33.63 g,0.00 g,10.24 g,0.0 g,0,3.960 g,3.990 g,Protein,Other
"Beef, simmered, cooked, heart, variety meats and by-products",100 g,165,1.4g,28.48 g,0.15 g,4.73 g,0.0 g,0.00 g,1.404 g,1.011 g,Protein,Red Meat
"Beef, simmered, cooked, brain, variety meats and by-products",100 g,151,2.4g,11.67 g,1.48 g,10.53 g,0.0 g,0.00 g,2.394 g,1.882 g,Protein,Red Meat
"Milk, with added vitamin A and vitamin D, 2% fat, evaporated",100 g,107,1.2g,6.67 g,15.74 g,2.00 g,0.0 g,6.67 g,1.204 g,0.628 g,Carbs,Dairy (Vegetarian)
"Turkey, roasted, cooked, meat and skin, dark meat from whole",100 g,206,2.9g,27.27 g,0.07 g,9.95 g,0.0 g,0.00 g,2.930 g,3.594 g,Protein,Poultry
"Peas and carrots, with salt, drained, boiled, cooked, frozen",100 g,48,0.1g,3.09 g,10.12 g,0.42 g,3.1 g,4.36 g,0.077 g,0.035 g,Vegetables,Vegetables (Vegan)
"Soup, prepared with equal volume milk, canned, tomato bisque",100 g,79,1.3g,2.51 g,11.73 g,2.63 g,0.2 g,0,1.250 g,0.750 g,Mixed,Dairy (Vegetarian)
"Pork, unheated, extra lean and regular, boneless, ham, cured",100 g,162,2.7g,18.26 g,2.28 g,8.39 g,0.0 g,0.00 g,2.700 g,3.940 g,Protein,Red Meat
"Potsticker or wonton, unprepared, frozen, pork and vegetable",100 g,136,1.7g,8.28 g,13.28 g,5.52 g,1.4 g,2.76 g,1.724 g,2.519 g,Mixed,Red Meat
"Cowpeas, without salt, boiled, cooked, mature seeds, catjang",100 g,117,0.2g,8.13 g,20.32 g,0.71 g,3.6 g,0,0.185 g,0.059 g,Carbs,Other
"Turkey, roasted, cooked, meat and skin, breast, retail parts",100 g,164,1.7g,29.01 g,0.05 g,5.33 g,0.0 g,0.00 g,1.657 g,1.962 g,Protein,Poultry
"Apricots, solids and liquids, with skin, water pack, canned",100 g,27,,0.71 g,6.39 g,0.16 g,1.6 g,4.79 g,0.011 g,0.069 g,Vegetables,Vegetables (Vegan)
"Pork, raw, separable lean only, arm picnic, shoulder, fresh",100 g,120,1.2g,20.26 g,0.00 g,3.77 g,0.0 g,0.00 g,1.206 g,1.638 g,Protein,Red Meat
"Plums, solids and liquids, light syrup pack, purple, canned",100 g,63,,0.37 g,16.28 g,0.10 g,0.9 g,15.35 g,0.008 g,0.069 g,Fruits,Fruits (Vegan)
